Concept_ID	Concepts_and_Synonyms
C1853737_T033	prominent occiput|protruding occiput
C0277828_T033	delayed cranial suture closure|Delayed closure of cranial sutures|Delayed closure of fontanelle|delayed closure of fontanelles|delayed closure of fontanels|Delayed closure of the fontanel|delayed closure of the fontanelles|Delayed closure of the fontanels|delayed fontanel closure|delayed fontanelle closure|open sutures
C4025871_T190	abnormality of the face|abnormal face|facial abnormality|facial anomaly
C1834160_T033	normal face
M00001902_T033;M00001902_T019	anomaly of the face|congenital facial anomaly|Craniofacial dysmorphism|FACE MALFORMATION|facial dysmorphism|Facial malformation|facial malformations|distinctive facies|Dysmorphic face|dysmorphic facial features|dysmorphic facies|unusual facial appearance|unusual facies
C1290857_T047	disorder of face|disease faces|diseases face|disorder of the face|face disease
D00000023_T777	facial normality
M00002286_T033;M00002286_T190	malar flattening|flat midface|malar hypoplasia|Mid-face hypoplasia|midface retrusion|midface deficiency|midface hypoplasia
C0234853_T033	facial grimacing|Facial grimace
C1855538_T033	small face|facial hypoplasia|facial hypoplasia|microfacies
C1837463_T033	narrow face|Narrow
C1849121_T033	thin face
M00003163_T033	long face|vertical facial excess
C4025870_T190	abnormality of the mandible|deformity of the mandible|malformation of the mandible
M00004553_T019;M00004553_T033;M00004553_T190	retrognathia|receding chin|receding lower jaw|receding mandible|retrogenia|weak chin|weak jaw
C1845847_T033	coarse facial features|coarse face|coarse facial appearance|coarse facies
M00002139_T033;M00002139_T047	facial edema|edema facial|Edema of the face|face edema|FACE OEDEMA|facial puffiness|facial swelling
M00005320_T033	broad face|wide face
M00002046_T019;M00002046_T033	epicanthus|epicanthal fold|epicanthal folds|epicanthic folds
C1857045_T033	abnormal philtrum
C1854111_T033	broad philtrum|wide philtrum
C4025867_T190	deformity of the forehead
D00000024_T777	deformity of the head|malformation of the head
C1837767_T033	loss of facial fat
C1866231_T033	full cheeks
C2748653_T033	chubby cheeks
C3806443_T033	puffy cheeks
C1842366_T033	low anterior hairline|low frontal hairline|low-set frontal hairline
C1856361_T033	doll-like facies
C1845251_T033	facial hypotonia
M00000357_T033;M00000357_T184	mask-like facies|amimia|expressionless face|lack of facial expression|masked face|masked facies|mask-like facial appearance|mask like facies|masklike facies|dull facial expression|hypomimia|hypomimic face|Mask-like facial expression
C1849025_T033	oval face|oval facial shape
M00001250_T019;M00001250_T033;M00001250_T190	mandibular prognathia|angle class iii|anterior occlusion|Class III incisal relationship|class iii malocclusion|Habsburg Jaw|large mandible|Malocclusion, class III|mandible prognathism|mandibular prognathism|prognathia|prognathism|Prognathism, Mandibular|prominent chin|prominent jaw|prominent lower jaw|prominent mandible|relative mandibular prognathism|Underbite|undershot jaw
C2227134_T033	mandibular excess
C0302501_T190	mandibular hyperplasia
C1844505_T033	pointed chin|small pointed chin|Witchs chin
C1839546_T033	microretrognathia|retromicrognathia
M00002766_T033;M00002766_T190;M00002766_T019	micrognathia|micrognathia|hypoplasia of mandible|hypoplastic mandible|mandibular deficiency|mandibular hypoplasia|mandibular micrognathia|mandibular retrognathia|mandibular retrusion|micromandible|small lower jaw|small jaw|congenital mandibular hypoplasia|congenital micrognathia|Mandible small|Mandibular micrognathism|Micrognathia, Congenital|Micrognathia, Mandibular|Micrognathias|micrognathism|small mandible
C4021811_T190	deformity of the midface
M00004591_T033	round face|circular face|FACE ROUND|round facial appearance|round facies
M00002726_T033	hypertelorism|ocular hypertelorism|Orbital hypertelorism|widely spaced eyes|Widely-spaced eyes|wide-set eyes
C0270871_T047	facial myokymia|facial myokymias|Myokymia, Facial
M00004756_T033	smooth philtrum|flat philtrum|indistinct philtrum|shallow philtrum
C1837758_T033	bird-like facies|bird-like facial appearance
C1832127_T033	square face|square facies
M00004696_T033	short philtrum
M00002137_T033	facial asymmetry|asymmetric facies|Asymmetric face|asymmetry facial|Asymmetry, Facial|asymmetry of face|Facial Asymmetries|unsymmetrical face
C0424480_T033	facial symmetry
D00000025_T777	symmetry of face|side of face|balanced face|sides of face|even face|symmetrical face
M00005105_T033	triangular face|triangular facies
C4025862_T190	deformity of the maxilla|malformation of the maxilla
M00002767_T019;M00002767_T033;M00002767_T190	hypoplasia of the maxilla|hypoplasia of the maxilla|hypoplasia maxillary|Hypoplastic maxilla|maxillary deficiency|maxillary hypoplasia|maxillary micrognathia|maxillary retrusion|maxillary retrusion|small maxilla|small maxilla|Congenital maxillary hypoplasia
C4082243_T033	maxillary retrognathia
C1861443_T033	facial hemangioma
C1839323_T033	small chin
C1842060_T033	prominent supraorbital ridges|prominent brow|prominent supraorbital ridge|supraorbital hyperostosis
M00000870_T033	broad forehead|increased bitemporal width|wide forehead
D00000026_T777	broad head|wide head
C1857679_T033	sloping forehead|receding forehead
D00000027_T777	sloping head|inclined head
M00000722_T033	narrow forehead|bitemporal narrowing|temporal narrowness|temporal narrowness
C1839420_T033	narrow head
C4315478_T033	temporal narrowing
M00003166_T033	long philtrum|elongated philtrum
C1848473_T033	whistling appearance
M00002609_T033	high forehead|tall forehead|FOREHEAD HIGH
C0426187_T033	high head|Head free|High head at term
C1845250_T033	small forehead
M00000048_T019;M00000048_T190	abnormal pinnae|external ear malformation|external ear malformations|malformed pinnae|abnormality of the external ear|abnormality of the ear|congenital ear anomaly|congenital ear malformation|Ear abnormalities|ear anomalies|ear anomaly|ear malformation|ear malformations|malformation of ear
M00004291_T019;M00004291_T033	posteriorly rotated ears|posteriorly angulated ears|posteriorly-angulated ears|posteriorly rotated|posteriorly-rotated ears
C4021809_T190	abnormality of the inner ear|inner ear abnormality
M00005053_T184;M00005053_T033	tinnitus|ringing in the ears|ear noise|ear noises|ear ringing|Hearing noises|Noise in ears|ringing in the ear|symptoms tinnitus|Tinnitus Aurium|tinnitus symptom
C0029899_T047	otosclerosis|OTOSCLEROSIS 1|otospongiosis|OTS|OTSC1
D00000028_T777	normal earlobe
C4025860_T033	hearing abnormality|abnormal hearing
C0234725_T033	normal hearing|hearing normal
M00001595_T033;M00001595_T047	hearing impairment|deafness|hearing defect|Decreased hearing|Difficulty hearing|Hard of hearing|HEARING DECREASED|Hearing deficit|hearing impaired|hearing impairments|hearing loss|HEARING REDUCED|HL - Hearing loss|hypoacusis|impaired hearing|Impairment, Hearing|Loss, Hearing|Loss of hearing|Unspecified hearing loss
M00001439_T019	congenital deafness|congenital hearing loss|congenital sensorineural deafness|DEAFNESS CONGENITAL|hereditary deafness|congenital sensorineural hearing impairment|bilateral congenital sensorineural deafness|congenital neurosensory deafness|congenital perceptive deafness|congenital sensorineural hearing loss
C0265736_T019	abnormality of the nose|anomaly of the nose|Congenital nasal deformity|nasal abnormality|nasal anomaly
C0240547_T033	deformity of the nose|Deformity of nose|nasal deformity|nose deformity
C2235909_T190	malformation of the nose|nasal malformation
C1857486_T033	low-set, posteriorly rotated ears|low-set posteriorly rotated ears
M00003201_T019;M00003201_T033	low-set ears|low set ears|ears low set|Low-set ear|lowset ears|melotia
C1861141_T033	abnormality of the middle ear|middle ear abnormalities|middle ear abnormality
M00000202_T047	acute otitis media|AOM|Infectious Otitis Media|middle ear infection|otitis media|acute middle ear infection|acute media otitis|otitis media acute|Hereditary arthro-ophthalmopathy|Hereditary progressive arthro-ophthalmopathy|Stickler Dysplasia|Stickler syndrome, type 1|Stickler Syndrome, Type I|STL1
C1857078_T033	mondini malformation
C0857379_T033	abnormally shaped ears|auricular malformation|deformed auricles|deformed ears|dysplastic ears|malformed auricles|malformed ear|malformed ears|malformed external ears
C0431483_T019	simple ears|Simple ear
C1845447_T019	cupped ear|CUP EAR|cupped ears|cup-shaped ears
C1861326_T033	stapes ankylosis
M00004304_T019;M00004304_T033	preauricular skin tag|preauricular skin tags|preauricular tag|preauricular tags|accessory tragus|Preauricular appendage
D00000029_T777	auricular skin tag|auricular skin tag|auricular skin tags|auricular tags
C4022674_T033	auricular tag|auricular tag
C1842680_T033	small earlobe|small earlobes
M00001225_T047;M00001225_T033	chronic otitis media|chronic middle ear infection|chronic media otitis|otitis media chronic|otitis media, chronic
C0743359_T047	chronic ear infection|chronic ear infections
C1837732_T033	thickened helices|thick helix
C0266614_T019	lop ear|bat ear|bat ears|Lop ears
C1845272_T033	prominent antihelix|Prominent antihelices
M00004024_T033	overfolded helix|overfolded ears|overfolded helices
C4021806_T047	prelingual sensorineural hearing impairment|prelingual sensorineural deafness
D00000030_T777	lingual sensorineural deafness
C0152421_T019	macrotia
D00000453_T777	otia|otia|otia|otia|otia
M00003054_T033	large ears
C1850189_T033	large pinnae
M00003625_T047;M00003625_T033	stenosis of the external auditory canal|external auditory canal stenosis|narrow external auditory canals|narrow external auditory meatus|Stenosis of external auditory canal|stenotic external auditory canal|Stenotic external auditory canals
M00004011_T047;M00004011_T033	recurrent otitis media|frequent otitis media|COME/ROM|multiple episodes of otitis media|otitis media, recurrent|recurrent episodes of otitis media|recurrent middle ear infection|susceptibility to otitis media
D00000031_T777	current otitis media|otitis media, current
M00002513_T047;M00002513_T033	conductive hearing impairment|conduction deafness|conductive deafness|conductive hearing loss|Deafness, conductive|Hearing impairment, conductive|hearing loss, conductive
M00001596_T047;M00001596_T033	sensorineural hearing impairment|Deafness, neurosensory|Deafness, sensorineural|Deafness Sensorineural|Hearing impairment, sensorineural|hearing loss sensorineural|hearing loss, sensorineural|inner ear hearing loss|neurosensory deafness|perceptive deafness|Perceptive hearing loss|sensorineural deafness|sensorineural hearing loss|sensorineural hearing losses|sensory hearing loss|Sensory-neural deafness|Sensory-neural hearing loss|SNHL|SNHL - Sensorineural hearing loss
M00002515_T047;M00002515_T033	progressive sensorineural hearing impairment|bilateral progressive sensorineural hearing loss|progressive bilateral sensorineural hearing loss|sensorineural hearing loss, progressive
M00003529_T047;M00003529_T033	mixed hearing impairment|hearing loss, mixed|Loss, Mixed Hearing|Mixed conductive and sensorineural hearing loss|mixed deafness|mixed hearing loss
M00004355_T033	protruding ear|protruding ears
M00004341_T019;M00004341_T033	prominent ear|ears prominent|prominent ears
C1866190_T190	atresia of the external auditory canal|atresia of the external auditory canals|atretic external auditory canal|atretic external auditory canals|external auditory canal atresia
C1857079_T047	absent ear canal|auditory canal atresia
C0240543_T033	bulbous nose|NOSE BULBOUS
M00000897_T033	bulbous nasal tip
C1834118_T033	potato nose
C1857645_T033	slender nose
C1837761_T033	pinched nose
C1844857_T033	short nasal septum
C0014591_T046	epistaxis|bleeding from nose|Bleeding, Nasal|bleeding nose|bloody nose|HEMORRHAGE NASAL|nasal bleed|nasal bleeding|Nasal Bleedings|nasal haemorrhage|nasal hemorrhage|nose bleed|nosebleed|nose bleeding|Nosebleeds|Nose Bleeds|frequent nosebleeds
D00000032_T777	blood nose
C1854113_T033	prominent nasal bridge|high nasal bridge|prominent nasal root
M00002768_T033	hypoplastic alae nasi|Hypoplastic alae|hypoplastic nares|hypoplastic nasal alae|hypoplastic nostrils|small nasal alae
M00000871_T033	wide nasal bridge|broadened nasal bridge|broad nasal bridge|broad nasal root|nasal bridge broad|Nasal bridge wide|nasal bridge, wide|widened nasal bridge
C1839764_T033	broad flat nasal bridge|Broad, flat nasal bridge|Flat, broad nasal bridge
C4025852_T190	deformity of the nasal tip
C1859717_T033	depressed nasal tip|flat nasal tip|flattened nasal tip
C0240538_T033	beaked nose|convex nasal dorsum|hooked nose|Hook nose|NOSE BEAKED
M00000873_T033	wide nose|broad nose
C0426422_T033	narrow nasal bridge|narrow nasal root|narrow nose|Nasal bridge narrow|nasal bridge, narrow|nasal bridge, thin|thin nose
M00004125_T033	pear-shaped nose
C0426415_T033	prominent nose|big nose|large nose|pronounced nose
C1400105_T033	nasal hypertrophy
M00001181_T033	choanal stenosis
M00000382_T033	anal stenosis|anal stenosis
M00001180_T019;M00001180_T033	choanal atresia
C0277873_T184	flared nostrils|Flaring nostrils|nasal flaring|NOSTRIL FLARING
M00000872_T033	broad nasal tip|broad upturned nose|broad, upturned nose|nasal tip, broad|nasal tip, wide|Wide nasal tip
C0426428_T033	bifid nasal tip|cleft nasal tip
C4020890_T033	notched nasal tip
C1842876_T033	depressed nasal ridge|depressed nasal dorsum|flat nose
M00000429_T033;M00000429_T184	anosmia
D00000033_T777	osmia|osmia
M00000441_T033	anteverted nares|anteverted nose|anteverted nostrils|NOSE UPTURNED|upturned nares|upturned nasal tip|upturned nose|upturned nostrils
C0266623_T019	abnormality of the neck|anomaly of the neck
C0575167_T033	deformity of the neck|Deformity of neck|neck deformity
C4280628_T190	malformation of the neck
M00004416_T019;M00004416_T033	webbed neck|neck webbing|NECK WEBBED|pterygium colli|webbing of neck|web neck
C1859212_T033	limited neck range of motion|limited cervical range of motion|Limited range of neck motion
M00003641_T033	neck muscle weakness|flaccid neck
M00001127_T033;M00001127_T046	short neck|cervical shortening|decreased cervical length|neck short
C0854242_T047	gastrointestinal angiodysplasia
C1839816_T033	long neck|cervical elongation|elongated neck|increased cervical length
M00004552_T184;M00004552_T047;M00004552_T033	torticollis|loxia|Contracture of neck|neck contracture|Neck contractures|retrocollis|Torticollis - symptom|wry neck|wryneck
C0949445_T184	cervical dystonia|cervical dystonias|dystonia cervical
C0152116_T184	spasmodic torticollis|torticollis spasmodic|Torticollis, Spasmodic
C1853638_T033	broad neck|thick neck|wide neck
C0206620_T191	cystic hygroma|Cystic Hygroma Colli|cystic hygroma of the neck|cystic hygromas|cystic lymphangioma|cystic lymphangiomas|hygroma|Hygroma, Cystic|hygromas|Hygromas, Cystic|Lymphangioma, Cystic|Lymphangiomas, Cystic
C4316870_T190	abnormality of the eye|abnormal eye
D00000034_T777	normal eye
C0015397_T047	eye disease|Disease, Eye|Disease of eye|Diseases, Eye|diseases of the eye|DISORDER EYE|Disorder of eye|disorders of the globe|eye diseases|Eye--Diseases|eye disorder|eye disorders|Ocular disease|oculopathy|ophthalmic disorders|Ophthalmological disorder|ophthalmopathy
P00000002_T888	abnormal retinal morphology
D00000035_T777	normal retinal morphology
C0035300_T033	abnormal retina|abnormality of the retina|anomaly of the retina|RETINA ABNORMALITY|Retinal abnormalities|RETINAL ABNORMALITY
C0856244_T033	normal retina|Retina normal|Retina-normal
M00004546_T047;M00004546_T033	retinal disease|disease retinal|Disease, Retinal|diseases retinal|Diseases, Retinal|DISORDER RETINAL|disorders retinal|retina|retinal diseases|retinal disorder|Retinal Disorders|retinopathies|retinopathy
M00001199_T019;M00001199_T033;M00001199_T190	retinal coloboma|chorioretinal coloboma|Coloboma, chorioretinal|Coloboma of the retina|fundus coloboma|Retinochoroidal coloboma
C1855670_T033	abnormality of the cornea|corneal abnormalities|corneal abnormality
